nom,coordonnees,num_insee,dep
Audierne,Point(-4.541666666 48.024166666),29003,29770
Bannalec,Point(-3.696944444 47.9325),29004,29380
Baye (Finistère),Point(-3.604722222 47.8575),29005,29300
Bénodet,Point(-4.112777777 47.876666666),29006,29950
Berrien,Point(-3.751944444 48.404166666),29007,29690
Beuzec-Cap-Sizun,Point(-4.511666666 48.075277777),29008,29790
Bodilis,Point(-4.116944444 48.530555555),29010,29400
Bohars,Point(-4.513611111 48.429444444),29011,29820
Bolazec,Point(-3.583888888 48.444444444),29012,29640
Botmeur,Point(-3.915277777 48.383611111),29013,29690
Botsorhel,Point(-3.641388888 48.526944444),29014,29650
Bourg-Blanc,Point(-4.505 48.499444444),29015,29860
Brasparts,Point(-3.955555555 48.300555555),29016,29190
Brélès,Point(-4.713611111 48.478055555),29017,29810
Brennilis,Point(-3.851388888 48.3575),29018,29690
Brest (France),Point(-4.486944444 48.39),29019,29200
Briec,Point(-4.001666666 48.101666666),29020,29510
Plounéour-Brignogan-plages,Point(-4.324722 48.665278),29021,29890
Camaret-sur-Mer,Point(-4.5975 48.275555555),29022,29570
Carantec,Point(-3.913611111 48.667777777),29023,29660
Carhaix-Plouguer,Point(-3.574444444 48.275833333),29024,29270
Cast (Finistère),Point(-4.138888888 48.157222222),29025,29150
Châteaulin,Point(-4.09 48.196666666),29026,29150
Châteauneuf-du-Faou,Point(-3.812777777 48.186111111),29027,29520
Cléden-Cap-Sizun,Point(-4.647777777 48.0475),29028,29770
Cléden-Poher,Point(-3.668611111 48.235277777),29029,29270
Cléder,Point(-4.103611111 48.663333333),29030,29233
Clohars-Carnoët,Point(-3.585833333 47.795833333),29031,29360
Clohars-Fouesnant,Point(-4.068055555 47.897777777),29032,29950
Le Cloître-Pleyben,Point(-3.890555555 48.256944444),29033,29190
Le Cloître-Saint-Thégonnec,Point(-3.794722222 48.48),29034,29410
Coat-Méal,Point(-4.543888888 48.5075),29035,29870
Collorec,Point(-3.775 48.286388888),29036,29530
Combrit,Point(-4.16 47.886944444),29037,29120
Commana,Point(-3.954722222 48.413888888),29038,29450
Concarneau,Point(-3.918888888 47.875277777),29039,29900
Le Conquet,Point(-4.770833333 48.360277777),29040,29217
Coray,Point(-3.829722222 48.061111111),29041,29370
Crozon,Point(-4.488888888 48.245277777),29042,29160
Daoulas,Point(-4.259722222 48.360833333),29043,29460
Dinéault,Point(-4.165555555 48.218888888),29044,29150
Dirinon,Point(-4.269722222 48.397222222),29045,29460
Douarnenez,Point(-4.330277777 48.092222222),29046,29100
Le Drennec,Point(-4.372222222 48.533888888),29047,29860
Edern,Point(-3.976944444 48.103055555),29048,29510
Elliant,Point(-3.89 47.995),29049,29370
Ergué-Gabéric,Point(-4.0225 47.996111111),29051,29500
Le Faou,Point(-4.1775 48.294166666),29053,29590
La Feuillée,Point(-3.853611111 48.391666666),29054,29690
Le Folgoët,Point(-4.334444444 48.562222222),29055,29260
La Forest-Landerneau,Point(-4.315 48.4275),29056,29800
La Forêt-Fouesnant,Point(-3.979166666 47.909166666),29057,29940
Fouesnant,Point(-4.012222222 47.893333333),29058,29170
Garlan,Point(-3.757222222 48.601111111),29059,29610
Gouesnach,Point(-4.115 47.911111111),29060,29950
Gouesnou,Point(-4.464444444 48.453611111),29061,29850
Gouézec,Point(-3.972777777 48.169722222),29062,29190
Goulien,Point(-4.5925 48.056666666),29063,29770
Goulven,Point(-4.301111111 48.628333333),29064,29890
Gourlizon,Point(-4.266944444 48.019722222),29065,29710
Guengat,Point(-4.205277777 48.041666666),29066,29180
Guerlesquin,Point(-3.588611111 48.5175),29067,29650
Guiclan,Point(-3.961944444 48.55),29068,29410
Guilers,Point(-4.558055555 48.425555555),29069,29820
Guiler-sur-Goyen,Point(-4.359444444 48.015833333),29070,29710
Guilligomarc'h,Point(-3.415833333 47.936111111),29071,29300
Guilvinec,Point(-4.283888888 47.795277777),29072,29730
Guimaëc,Point(-3.708055555 48.667777777),29073,29620
Guimiliau,Point(-3.998888888 48.487777777),29074,29400
Guipavas,Point(-4.400833333 48.433611111),29075,29490
Milizac-Guipronvel,Point(-4.573056 48.491111),29076,29290
Guissény,Point(-4.411388888 48.633611111),29077,29880
Hanvec,Point(-4.161111111 48.328055555),29078,29460
Henvic,Point(-3.927777777 48.632222222),29079,29670
Hôpital-Camfrout,Point(-4.242222222 48.3275),29080,29460
Huelgoat,Point(-3.744722222 48.364444444),29081,29690
Île-de-Batz,Point(-4.010833333 48.744444444),29082,29253
Île-de-Sein,Point(-4.851111111 48.036111111),29083,29990
Île-Molène,Point(-4.956944444 48.3975),29084,29259
Île-Tudy,Point(-4.168055555 47.8425),29085,29980
Irvillac,Point(-4.213055555 48.371111111),29086,29460
Le Juch,Point(-4.254444444 48.066111111),29087,29100
Kergloff,Point(-3.619444444 48.274444444),29089,29270
Kerlaz,Point(-4.273888888 48.092222222),29090,29100
Kerlouan,Point(-4.367222222 48.644444444),29091,29890
Kernilis,Point(-4.42 48.571111111),29093,29260
Kernouës,Point(-4.348611111 48.590833333),29094,29260
Kersaint-Plabennec,Point(-4.373611111 48.472222222),29095,29860
Lampaul-Guimiliau,Point(-4.041388888 48.493055555),29097,29400
Lampaul-Plouarzel,Point(-4.761944444 48.448333333),29098,29810
Lampaul-Ploudalmézeau,Point(-4.655833333 48.561388888),29099,29830
Lanarvily,Point(-4.388333333 48.551944444),29100,29260
Landéda,Point(-4.571666666 48.586944444),29101,29870
Landeleau,Point(-3.7294 48.2272),29102,29530
Landerneau,Point(-4.249444444 48.450833333),29103,29800
Landévennec,Point(-4.267777777 48.292222222),29104,29560
Landivisiau,Point(-4.068333333 48.509166666),29105,29400
Landrévarzec,Point(-4.060555555 48.089444444),29106,29510
Landudal,Point(-3.978333333 48.062777777),29107,29510
Landudec,Point(-4.336388888 48.000555555),29108,29710
Landunvez,Point(-4.726944444 48.5325),29109,29840
Langolen,Point(-3.912777777 48.066944444),29110,29510
Lanhouarneau,Point(-4.210833333 48.579722222),29111,29430
Lanildut,Point(-4.749444444 48.473333333),29112,29840
Lanmeur,Point(-3.715277777 48.647222222),29113,29620
Lannéanou,Point(-3.671944444 48.489166666),29114,29640
Lannédern,Point(-3.897222222 48.300555555),29115,29190
Lanneuffret,Point(-4.203055555 48.4975),29116,29400
Lannilis,Point(-4.519444444 48.569722222),29117,29870
Lanrivoaré,Point(-4.638611111 48.473888888),29119,29290
Lanvéoc,Point(-4.462222222 48.285833333),29120,29160
Laz,Point(-3.835277777 48.1375),29122,29520
Lennon (Finistère),Point(-3.8975 48.192777777),29123,29190
Lesneven,Point(-4.322222222 48.571944444),29124,29260
Leuhan,Point(-3.784444444 48.099166666),29125,29390
Loc-Brévalaire,Point(-4.405555555 48.554722222),29126,29260
Loc-Eguiner,Point(-4.094444444 48.473055555),29128,29400
Locmaria-Plouzané,Point(-4.643611111 48.374722222),29130,29280
Locmélar,Point(-4.065 48.452777777),29131,29400
Locquénolé,Point(-3.860833333 48.624444444),29132,29670
Locquirec,Point(-3.648333333 48.690833333),29133,29241
Locronan,Point(-4.207222222 48.098611111),29134,29180
Loctudy,Point(-4.169166666 47.833611111),29135,29750
Locunolé,Point(-3.478333333 47.936111111),29136,29310
Logonna-Daoulas,Point(-4.298611111 48.320555555),29137,29460
Lopérec,Point(-4.048056 48.276944),29139,29590
Loperhet,Point(-4.305277777 48.374722222),29140,29470
Loqueffret,Point(-3.858333333 48.319444444),29141,29530
Lothey,Point(-4.027777777 48.182222222),29142,29190
Mahalon,Point(-4.436388888 48.034722222),29143,29790
La Martyre,Point(-4.159166666 48.448333333),29144,29800
Confort-Meilars,Point(-4.426388888 48.050277777),29145,29790
Melgven,Point(-3.836111111 47.905833333),29146,29140
Mellac,Point(-3.578055555 47.903888888),29147,29300
Mespaul,Point(-4.024722222 48.618333333),29148,29420
Moëlan-sur-Mer,Point(-3.628055555 47.814166666),29150,29350
Morlaix,Point(-3.827777777 48.5775),29151,29600
Motreff,Point(-3.555277777 48.201666666),29152,29270
Névez,Point(-3.7925 47.819444444),29153,29920
Ouessant,Point(-5.0975 48.455277777),29155,29242
Pencran,Point(-4.235277777 48.437777777),29156,29800
Penmarch,Point(-4.337777777 47.812222222),29158,29760
Peumerit,Point(-4.309166666 47.938611111),29159,29710
Plabennec,Point(-4.426111111 48.501944444),29160,29860
Pleuven,Point(-4.043333333 47.906111111),29161,29170
Pleyben,Point(-3.969444444 48.226111111),29162,29190
Pleyber-Christ,Point(-3.875277777 48.504722222),29163,29410
Plobannalec-Lesconil,Point(-4.229722222 47.823333333),29165,29740
Ploéven,Point(-4.2325 48.157222222),29166,29550
Plogastel-Saint-Germain,Point(-4.271388888 47.983611111),29167,29710
Plogoff,Point(-4.665833333 48.036666666),29168,29770
Plogonnec,Point(-4.194444444 48.077777777),29169,29180
Plomelin,Point(-4.153055555 47.935555555),29170,29700
Plomeur,Point(-4.284722222 47.840277777),29171,29120
Plomodiern,Point(-4.231666666 48.181111111),29172,29550
Plonéis,Point(-4.210555555 48.016944444),29173,29710
Plonéour-Lanvern,Point(-4.283888888 47.903055555),29174,29720
Plonévez-du-Faou,Point(-3.824722222 48.252222222),29175,29530
Plonévez-Porzay,Point(-4.221944444 48.125555555),29176,29550
Plouarzel,Point(-4.7325 48.433333333),29177,29810
Ploudalmézeau,Point(-4.6575 48.540277777),29178,29830
Ploudaniel,Point(-4.313055555 48.536944444),29179,29260
Ploudiry,Point(-4.142777777 48.453333333),29180,29800
Plouédern,Point(-4.245555555 48.485277777),29181,29800
Plouégat-Guérand,Point(-3.675277777 48.621111111),29182,29620
Plouégat-Moysan,Point(-3.610277777 48.571944444),29183,29650
Plouénan,Point(-3.9925 48.628333333),29184,29420
Plouescat,Point(-4.174166666 48.6575),29185,29430
Plouezoc'h,Point(-3.822222222 48.64),29186,29252
Plougar,Point(-4.141666666 48.563055555),29187,29440
Plougasnou,Point(-3.789444444 48.695555555),29188,29630
Plougastel-Daoulas,Point(-4.370555555 48.3725),29189,29470
Plougonvelin,Point(-4.711388888 48.342777777),29190,29217
Plougonven,Point(-3.713055555 48.520833333),29191,29640
Plougoulm,Point(-4.044444444 48.666944444),29192,29250
Plougourvest,Point(-4.084722222 48.553333333),29193,29400
Plouguerneau,Point(-4.504166666 48.605833333),29195,29880
Plouguin,Point(-4.601111111 48.524444444),29196,29830
Plouhinec (Finistère),Point(-4.486111111 48.015),29197,29780
Plouider,Point(-4.297777777 48.608055555),29198,29260
Plouigneau,Point(-3.701388888 48.5675),29199,29610
Ploumoguer,Point(-4.722777777 48.403611111),29201,29810
Plounéour-Ménez,Point(-3.891111111 48.439166666),29202,29410
Plounéventer,Point(-4.2125 48.514722222),29204,29400
Plounévézel,Point(-3.589722222 48.298888888),29205,29270
Plounévez-Lochrist,Point(-4.211944444 48.616944444),29206,29430
Plourin-lès-Morlaix,Point(-3.789722222 48.535),29207,29600
Plourin,Point(-4.686944444 48.509444444),29208,29830
Plouvien,Point(-4.452777777 48.529444444),29209,29860
Plouvorn,Point(-4.038055555 48.579444444),29210,29420
Plouyé,Point(-3.735555555 48.314166666),29211,29690
Plouzané,Point(-4.600555555 48.38),29212,29280
Plouzévédé,Point(-4.1125 48.595),29213,29440
Plovan,Point(-4.362777777 47.915833333),29214,29720
Plozévet,Point(-4.425277777 47.986666666),29215,29710
Pluguffan,Point(-4.178888888 47.980833333),29216,29700
Pont-Aven,Point(-3.747222222 47.855555555),29217,29930
Pont-Croix,Point(-4.489166666 48.041944444),29218,29790
Pont-l'Abbé,Point(-4.223055555 47.867222222),29220,29120
Porspoder,Point(-4.765555555 48.508611111),29221,29840
Port-Launay,Point(-4.072777777 48.215277777),29222,29150
Pouldergat,Point(-4.3275 48.043333333),29224,29100
Pouldreuzic,Point(-4.360555555 47.955),29225,29710
Poullan-sur-Mer,Point(-4.413333333 48.080833333),29226,29100
Poullaouen,Point(-3.6425 48.34),29227,29246
Primelin,Point(-4.611388888 48.025555555),29228,29770
Quéménéven,Point(-4.12 48.116111111),29229,29180
Querrien,Point(-3.536944444 47.959722222),29230,29310
Quimper,Point(-4.097777777 47.995833333),29232,29000
Quimperlé,Point(-3.549722222 47.872777777),29233,29300
Rédené,Point(-3.461388888 47.86),29234,29300
Le Relecq-Kerhuon,Point(-4.396944444 48.408611111),29235,29480
Riec-sur-Bélon,Point(-3.694444444 47.843888888),29236,29340
La Roche-Maurice,Point(-4.203333333 48.472222222),29237,29800
Roscanvel,Point(-4.546944444 48.315),29238,29570
Roscoff,Point(-3.985833333 48.726666666),29239,29680
Rosnoën,Point(-4.194722222 48.263611111),29240,29590
Rosporden,Point(-3.834722222 47.960555555),29241,29140
Saint-Coulitz,Point(-4.059722222 48.190833333),29243,29150
Saint-Derrien,Point(-4.1825 48.5475),29244,29440
Saint-Divy,Point(-4.335277777 48.453888888),29245,29800
Saint-Eloy (Finistère),Point(-4.123055555 48.361944444),29246,29460
Saint-Évarzec,Point(-4.020277777 47.936944444),29247,29170
Saint-Frégant,Point(-4.3675 48.602222222),29248,29260
Saint-Goazec,Point(-3.784166666 48.1625),29249,29520
Saint-Hernin,Point(-3.634722222 48.218055555),29250,29270
Saint-Jean-du-Doigt,Point(-3.7725 48.694444444),29251,29630
Saint-Jean-Trolimon,Point(-4.280555555 47.866111111),29252,29120
Saint-Martin-des-Champs (Finistère),Point(-3.843611111 48.576111111),29254,29600
Saint-Méen,Point(-4.265555555 48.561111111),29255,29260
Saint-Nic,Point(-4.281666666 48.2025),29256,29550
Saint-Pabu,Point(-4.602777777 48.565833333),29257,29830
Saint-Pol-de-Léon,Point(-3.986388888 48.685277777),29259,29250
Saint-Renan,Point(-4.621388888 48.433888888),29260,29290
Saint-Rivoal,Point(-3.996666666 48.349166666),29261,29190
Saint-Sauveur (Finistère),Point(-4.003333333 48.448333333),29262,29400
Saint-Ségal,Point(-4.067222222 48.241111111),29263,29590
Saint-Servais (Finistère),Point(-4.155 48.511111111),29264,29400
Sainte-Sève,Point(-3.874722222 48.558055555),29265,29600
Saint-Thégonnec Loc-Eguiner,Point(-3.9463 48.5212),29266,29410
Saint-Thois,Point(-3.884444444 48.165277777),29267,29520
Saint-Thonan,Point(-4.335833333 48.478888888),29268,29800
Saint-Thurien (Finistère),Point(-3.623611111 47.959166666),29269,29380
Saint-Urbain (Finistère),Point(-4.226388888 48.400277777),29270,29800
Saint-Vougay,Point(-4.138611111 48.594444444),29271,29440
Saint-Yvi,Point(-3.934722222 47.9675),29272,29140
Santec,Point(-4.029166666 48.703055555),29273,29250
Scaër,Point(-3.702222222 48.027222222),29274,29390
Scrignac,Point(-3.678333333 48.433611111),29275,29640
Sibiril,Point(-4.063888888 48.665),29276,29250
Sizun,Point(-4.0775 48.405),29277,29450
Spézet,Point(-3.716666666 48.1925),29278,29540
Taulé,Point(-3.900277777 48.603611111),29279,29670
Telgruc-sur-Mer,Point(-4.356388888 48.231388888),29280,29560
Tourch,Point(-3.825833333 48.024444444),29281,29140
Trébabu,Point(-4.735277777 48.370555555),29282,29217
Treffiagat,Point(-4.263333333 47.803888888),29284,29730
Tréflaouénan,Point(-4.096388888 48.627777777),29285,29440
Tréflévénez,Point(-4.17 48.415),29286,29800
Tréflez,Point(-4.261388888 48.622777777),29287,29430
Trégarantec,Point(-4.294166666 48.551111111),29288,29260
Trégarvan,Point(-4.225277777 48.251388888),29289,29560
Tréglonou,Point(-4.539444444 48.550555555),29290,29870
Trégourez,Point(-3.863055555 48.106111111),29291,29970
Tréguennec,Point(-4.333333333 47.891666666),29292,29720
Trégunc,Point(-3.851944444 47.855833333),29293,29910
Le Tréhou,Point(-4.131388888 48.393888888),29294,29450
Trémaouézan,Point(-4.255 48.505),29295,29800
Tréméoc,Point(-4.211944444 47.905277777),29296,29120
Tréméven (Finistère),Point(-3.5325 47.898333333),29297,29300
Tréogat,Point(-4.323333333 47.919444444),29298,29720
Tréouergat,Point(-4.6025 48.496666666),29299,29290
Le Trévoux,Point(-3.641388888 47.894444444),29300,29380
Trézilidé,Point(-4.0875 48.609166666),29301,29440
Pont-de-Buis-lès-Quimerch,Point(-4.09 48.254444444),29302,29590
Afa,Point(8.795555555 41.983888888),2A001,20167
Ajaccio,Point(8.736388888 41.925555555),2A004,20167
Ajaccio,Point(8.736388888 41.925555555),2A004,20000
Ajaccio,Point(8.736388888 41.925555555),2A004,20090
Alata,Point(8.743055555 41.976944444),2A006,20167
Albitreccia,Point(8.941944444 41.862777777),2A008,20128
Albitreccia,Point(8.941944444 41.862777777),2A008,20166
Altagène,Point(9.07 41.706388888),2A011,20112
Ambiegna,Point(8.7925 42.083888888),2A014,20151
Appietto,Point(8.768055555 42.013888888),2A017,20167
Arbellara,Point(8.99 41.681944444),2A018,20110
Arbori,Point(8.796944444 42.141666666),2A019,20160
Argiusta-Moriccio,Point(9.023333333 41.815),2A021,20140
Arro (Corse-du-Sud),Point(8.813888888 42.092777777),2A022,20151
Aullène,Point(9.080833333 41.772222222),2A024,20116
Azilone-Ampaza,Point(9.014166666 41.864166666),2A026,20190
Azzana,Point(8.924166666 42.1175),2A027,20121
Balogna,Point(8.779166666 42.177777777),2A028,20160
Bastelica,Point(9.050833333 42.001944444),2A031,20119
Bastelicaccia,Point(8.823888888 41.923888888),2A032,20129
Belvédère-Campomoro,Point(8.815 41.627777777),2A035,20110
Bilia,Point(8.907222222 41.625277777),2A038,20100
Bocognano,Point(9.056666666 42.081111111),2A040,20136
Bonifacio,Point(9.160555555 41.388055555),2A041,20169
Calcatoggio,Point(8.767222222 42.028333333),2A048,20111
Campo (Corse-du-Sud),Point(9.004444444 41.891388888),2A056,20142
Cannelle (Corse-du-Sud),Point(8.820555555 42.049444444),2A060,20151
Carbini,Point(9.146666666 41.678888888),2A061,20170
Carbuccia,Point(8.953611111 42.040833333),2A062,20133
Cardo-Torgia,Point(8.978888888 41.868888888),2A064,20190
Cargèse,Point(8.594722222 42.135277777),2A065,20130
Cargiaca,Point(9.049166666 41.732222222),2A066,20164
Casaglione,Point(8.788055555 42.067777777),2A070,20111
Casalabriva,Point(8.937222222 41.753055555),2A071,20140
Cauro,Point(8.913888888 41.916944444),2A085,20117
Ciamannacce,Point(9.1475 41.951944444),2A089,20134
Coggia,Point(8.748888888 42.123055555),2A090,20118
Coggia,Point(8.748888888 42.123055555),2A090,20160
Cognocoli-Monticchi,Point(8.905833333 41.828333333),2A091,20166
Cognocoli-Monticchi,Point(8.905833333 41.828333333),2A091,20123
Conca,Point(9.333333333 41.735),2A092,20135
Corrano,Point(9.064444444 41.889722222),2A094,20168
Coti-Chiavari,Point(8.771111111 41.7725),2A098,20138
Cozzano,Point(9.154722222 41.934444444),2A099,20148
Cristinacce,Point(8.840277777 42.239166666),2A100,20126
Cuttoli-Corticchiato,Point(8.906388888 41.988611111),2A103,20167
Eccica-Suarella,Point(8.906388888 41.922777777),2A104,20117
Évisa,Point(8.801388888 42.253611111),2A108,20126
Figari,Point(9.129444444 41.488055555),2A114,20114
Foce,Point(9.063888888 41.630833333),2A115,20100
Forciolo,Point(9.009444444 41.854166666),2A117,20190
Fozzano,Point(9.000555555 41.6975),2A118,20143
Frasseto,Point(9.022222222 41.896111111),2A119,20157
Giuncheto,Point(8.954166666 41.586944444),2A127,20100
Granace,Point(9.0125 41.641666666),2A128,20100
Grossa,Point(8.877222222 41.609722222),2A129,20100
Grosseto-Prugna,Point(8.963611111 41.871388888),2A130,20128
Grosseto-Prugna,Point(8.963611111 41.871388888),2A130,20166
Guagno,Point(8.948611111 42.168611111),2A131,20160
Guargualé,Point(8.926944444 41.836388888),2A132,20128
Guitera-les-Bains,Point(9.086666666 41.913888888),2A133,20153
Lecci,Point(9.3175 41.679166666),2A139,20137
Letia,Point(8.8475 42.190277777),2A141,20160
Levie,Point(9.123055555 41.703888888),2A142,20170
Lopigna,Point(8.843333333 42.101111111),2A144,20139
Loreto-di-Tallano,Point(9.036944444 41.72),2A146,20165
Marignana,Point(8.800833333 42.233055555),2A154,20141
Mela,Point(9.093888888 41.695833333),2A158,20112
Moca-Croce,Point(9.0125 41.808333333),2A160,20140
Monacia-d'Aullène,Point(9.011666666 41.513333333),2A163,20171
Murzo,Point(8.827222222 42.168055555),2A174,20160
Ocana,Point(8.934444444 41.959444444),2A181,20117
Olivese,Point(9.056944444 41.845555555),2A186,20140
Olmeto,Point(8.918333333 41.717222222),2A189,20113
Olmiccia,Point(9.06 41.693055555),2A191,20112
Orto,Point(8.9325 42.186666666),2A196,20125
Osani,Point(8.632222222 42.323333333),2A197,20147
Ota (Corse-du-Sud),Point(8.743611111 42.258055555),2A198,20150
Palneca,Point(9.173333333 41.969722222),2A200,20134
Partinello,Point(8.6825 42.311944444),2A203,20147
Pastricciola,Point(8.984166666 42.139722222),2A204,20121
Peri (Corse-du-Sud),Point(8.920833333 42.004166666),2A209,20167
Petreto-Bicchisano,Point(8.980277777 41.783333333),2A211,20140
Piana,Point(8.636388888 42.239166666),2A212,20115
Pianottoli-Caldarello,Point(9.056111111 41.494166666),2A215,20131
Pietrosella,Point(8.846111111 41.836666666),2A228,20166
Pila-Canale,Point(8.909722222 41.812777777),2A232,20123
Poggiolo,Point(8.909722222 42.176944444),2A240,20160
Poggiolo,Point(8.909722222 42.176944444),2A240,20125
Porto-Vecchio,Point(9.279722222 41.590833333),2A247,20137
Propriano,Point(8.904166666 41.675),2A249,20110
Quasquara,Point(9.010833333 41.900555555),2A253,20142
Quenza,Point(9.138888888 41.766111111),2A254,20122
Renno,Point(8.826388888 42.210555555),2A258,20160
Rezza,Point(8.943055555 42.125277777),2A259,20121
Rosazia,Point(8.875 42.127777777),2A262,20121
Salice,Point(8.900833333 42.120555555),2A266,20121
Sampolo,Point(9.123611111 41.942222222),2A268,20134
Sari-Solenzara,Point(9.399166666 41.857222222),2A269,20145
Sari-d'Orcino,Point(8.8275 42.06),2A270,20151
Sarrola-Carcopino,Point(8.842777777 42.0275),2A271,20167
Sartène,Point(8.973611111 41.620833333),2A272,20100
Serra-di-Ferro,Point(8.798888888 41.729722222),2A276,20140
Serra-di-Scopamène,Point(9.099166666 41.753888888),2A278,20127
Serriera,Point(8.708333333 42.301388888),2A279,20147
Soccia,Point(8.911111111 42.189722222),2A282,20125
Sollacaro,Point(8.912222222 41.744166666),2A284,20140
Sorbollano,Point(9.109444444 41.751944444),2A285,20152
Sotta,Point(9.195 41.545277777),2A288,20146
Sant'Andréa-d'Orcino,Point(8.808888888 42.046388888),2A295,20151
San-Gavino-di-Carbini,Point(9.147777777 41.721666666),2A300,20170
Sainte-Lucie-de-Tallano,Point(9.064166666 41.697777777),2A308,20112
Santa-Maria-Figaniella,Point(9.005 41.707222222),2A310,20143
Santa-Maria-Siché,Point(8.978333333 41.876111111),2A312,20190
Tasso (Corse-du-Sud),Point(9.104444444 41.944722222),2A322,20134
Tavaco,Point(8.898055555 42.036388888),2A323,20167
Tavera,Point(9.015555555 42.068333333),2A324,20163
Tolla,Point(8.972222222 41.975277777),2A326,20117
Ucciani,Point(8.978611111 42.044444444),2A330,20133
Urbalacone,Point(8.948333333 41.836944444),2A331,20128
Valle-di-Mezzana,Point(8.825 42.025555555),2A336,20167
Vero (Corse-du-Sud),Point(8.9325 42.063055555),2A345,20172
Vico,Point(8.798888888 42.166388888),2A348,20118
Vico,Point(8.798888888 42.166388888),2A348,20160
Viggianello (Corse-du-Sud),Point(8.951944444 41.680833333),2A349,20110
Villanova (Corse-du-Sud),Point(8.667777777 41.959444444),2A351,20167
Zérubia,Point(9.075555555 41.752777777),2A357,20116
Zévaco,Point(9.049444444 41.8925),2A358,20173
Zicavo,Point(9.130277777 41.907222222),2A359,20132
Zigliara,Point(8.993888888 41.846388888),2A360,20190
Zonza,Point(9.170555555 41.749444444),2A362,20124
Zonza,Point(9.170555555 41.749444444),2A362,20144
Zoza,Point(9.070277777 41.717777777),2A363,20112
Aghione,Point(9.4175 42.1075),2B002,20270
Aiti (Haute-Corse),Point(9.243888888 42.399166666),2B003,20244
Alando,Point(9.290555555 42.306388888),2B005,20212
Albertacce,Point(8.983888888 42.327222222),2B007,20224
Aléria,Point(9.513055555 42.114166666),2B009,20270
Algajola,Point(8.862222222 42.607777777),2B010,20220
Altiani,Point(9.291388888 42.237222222),2B012,20251
Alzi,Point(9.301944444 42.303333333),2B013,20212
Ampriani,Point(9.357222222 42.254166666),2B015,20272
Antisanti,Point(9.346111111 42.167222222),2B016,20270
Aregno,Point(8.894444444 42.581111111),2B020,20220
Asco,Point(9.0325 42.453611111),2B023,20276
Avapessa,Point(8.894722222 42.561388888),2B025,20225
Barbaggio,Point(9.377777777 42.689722222),2B029,20253
Barrettali,Point(9.355277777 42.876944444),2B030,20228
Bastia,Point(9.449444444 42.7),2B033,20600
Bastia,Point(9.449444444 42.7),2B033,20200
Belgodère,Point(9.017777777 42.585555555),2B034,20226
Bigorno,Point(9.300833333 42.529444444),2B036,20252
Biguglia,Point(9.436111111 42.618333333),2B037,20620
Bisinchi,Point(9.323611111 42.478333333),2B039,20235
Borgo,Point(9.4275 42.553888888),2B042,20290
Brando,Point(9.475277777 42.775),2B043,20222
Bustanico,Point(9.300277777 42.3225),2B045,20212
Cagnano,Point(9.429722222 42.875277777),2B046,20228
Calacuccia,Point(9.0175 42.335833333),2B047,20224
Calenzana,Point(8.855277777 42.508055555),2B049,20260
Calenzana,Point(8.855277777 42.508055555),2B049,20214
Calvi,Point(8.756666666 42.567777777),2B050,20260
Cambia,Point(9.293333333 42.363333333),2B051,20244
Campana (Haute-Corse),Point(9.351388888 42.387777777),2B052,20229
Campi (Haute-Corse),Point(9.422777777 42.271666666),2B053,20270
Campile,Point(9.353611111 42.4925),2B054,20290
Campitello,Point(9.316666666 42.528333333),2B055,20252
Canale-di-Verde,Point(9.475 42.276944444),2B057,20230
Canari,Point(9.33 42.845555555),2B058,20217
Canavaggia,Point(9.261944444 42.503333333),2B059,20235
Carcheto-Brustico,Point(9.366111111 42.365),2B063,20229
Carpineto,Point(9.379444444 42.355277777),2B067,20229
Carticasi,Point(9.290277777 42.356944444),2B068,20244
Casabianca (Haute-Corse),Point(9.363333333 42.446388888),2B069,20237
Casalta,Point(9.41 42.441944444),2B072,20215
Casamaccioli,Point(9.001388888 42.3175),2B073,20224
Casanova (Haute-Corse),Point(9.174444444 42.254444444),2B074,20250
Casevecchie,Point(9.360277777 42.143055555),2B075,20270
Castellare-di-Casinca,Point(9.473333333 42.467777777),2B077,20213
Castellare-di-Mercurio,Point(9.247222222 42.310555555),2B078,20212
Castello-di-Rostino,Point(9.315 42.463611111),2B079,20235
Castifao,Point(9.111944444 42.504444444),2B080,20218
Castiglione (Haute-Corse),Point(9.128611111 42.417777777),2B081,20218
Castineta,Point(9.298888888 42.4225),2B082,20218
Castirla,Point(9.143888888 42.372777777),2B083,20236
Cateri,Point(8.891944444 42.571388888),2B084,20225
Centuri,Point(9.353888888 42.965555555),2B086,20238
Cervione,Point(9.491666666 42.331666666),2B087,20221
Chiatra,Point(9.475555555 42.291944444),2B088,20230
Corbara (France),Point(8.906666666 42.614444444),2B093,20256
Corbara (France),Point(8.906666666 42.614444444),2B093,20220
Corscia,Point(9.0425 42.354722222),2B095,20224
Corte,Point(9.150555555 42.305555555),2B096,20250
Costa (Haute-Corse),Point(9.001666666 42.575),2B097,20226
Croce (Haute-Corse),Point(9.361666666 42.413888888),2B101,20237
Crocicchia,Point(9.352222222 42.468333333),2B102,20290
Erbajolo,Point(9.283333333 42.264166666),2B105,20212
Erbajolo,Point(9.28189 42.26335),2B105,20212
Érone,Point(9.270555555 42.372222222),2B106,20244
Ersa,Point(9.38 42.975),2B107,20275
Farinole,Point(9.365555555 42.732222222),2B109,20253
Favalello,Point(9.271666666 42.294444444),2B110,20212
